Entity,Code,Year,Coal per capita (kWh)
South Africa,ZAF,1987,20725
South Africa,ZAF,1988,21659.371
South Africa,ZAF,1989,19547.568
South Africa,ZAF,1990,19632.533
South Africa,ZAF,1991,18790.877
South Africa,ZAF,1992,18478.697
South Africa,ZAF,1993,18218.021
South Africa,ZAF,1994,18480.873
South Africa,ZAF,1995,18863.086
South Africa,ZAF,1996,18864.24
South Africa,ZAF,1997,19014.812
South Africa,ZAF,1998,18215.672
South Africa,ZAF,1999,18822.504
South Africa,ZAF,2000,18541.01
South Africa,ZAF,2001,18443.238
South Africa,ZAF,2002,17385.057
South Africa,ZAF,2003,19145.297
South Africa,ZAF,2004,20782.303
South Africa,ZAF,2005,18978.336
South Africa,ZAF,2006,19145.162
South Africa,ZAF,2007,19461.068
South Africa,ZAF,2008,21467.123
South Africa,ZAF,2009,21324.072
South Africa,ZAF,2010,20846.531
South Africa,ZAF,2011,20072.264
South Africa,ZAF,2012,19331.701
South Africa,ZAF,2013,19074.5
South Africa,ZAF,2014,19015.678
South Africa,ZAF,2015,17475.82
South Africa,ZAF,2016,18610.629
South Africa,ZAF,2017,18236.629
South Africa,ZAF,2018,17095.684
South Africa,ZAF,2019,17985.9
South Africa,ZAF,2020,17273.305
South Africa,ZAF,2021,16415.963
South Africa,ZAF,2022,15365.821
South America,,1965,390.2869
South America,,1966,384.26273
South America,,1967,397.063
South America,,1968,371.54803
South America,,1969,394.93967
South America,,1970,428.60654
South America,,1971,389.41672
South America,,1972,372.4855
South America,,1973,380.21906
South America,,1974,406.13193
South America,,1975,416.5939
South America,,1976,410.44513
South America,,1977,457.55548
South America,,1978,479.6507
South America,,1979,496.63992
South America,,1980,514.0414
South America,,1981,496.41928
South America,,1982,487.00745
South America,,1983,525.84283
South America,,1984,594.21027
South America,,1985,667.7001
South America,,1986,663.4889
South America,,1987,711.95
South America,,1988,692.93384
South America,,1989,735.7366
South America,,1990,605.3449
South America,,1991,628.97504
South America,,1992,650.1921
South America,,1993,646.1199
South America,,1994,677.07
South America,,1995,676.59393
South America,,1996,684.9156
South America,,1997,725.53705
South America,,1998,699.2264
South America,,1999,680.38855
South America,,2000,676.16315
South America,,2001,627.67596
South America,,2002,592.97736
South America,,2003,612.2356
South America,,2004,636.2597
South America,,2005,593.02136
South America,,2006,677.77374
South America,,2007,715.33484
South America,,2008,760.5188
South America,,2009,630.5586
South America,,2010,767.7007
South America,,2011,802.2988
South America,,2012,839.892
South America,,2013,903.273
South America,,2014,936.17755
South America,,2015,907.38556
South America,,2016,861.0801
South America,,2017,845.2613
South America,,2018,813.4601
South America,,2019,788.5571
South America,,2020,696.7019
South America,,2021,763.8251
South America,,2022,632.47766
South Korea,KOR,1965,1973.7125
South Korea,KOR,1966,2185.432
South Korea,KOR,1967,2036.9233
South Korea,KOR,1968,1880.6332
South Korea,KOR,1969,1922.0536
South Korea,KOR,1970,2008.0665
South Korea,KOR,1971,1987.5728
South Korea,KOR,1972,1995.9033
South Korea,KOR,1973,2474.331
South Korea,KOR,1974,2504.1846
South Korea,KOR,1975,2600.7578
South Korea,KOR,1976,2857.389
South Korea,KOR,1977,3080.8484
South Korea,KOR,1978,3082.4338
South Korea,KOR,1979,3649.7527
South Korea,KOR,1980,4021.545
South Korea,KOR,1981,4577.364
South Korea,KOR,1982,4560.275
South Korea,KOR,1983,4788.3535
South Korea,KOR,1984,5681.9585
South Korea,KOR,1985,6211.502
South Korea,KOR,1986,6489.7456
South Korea,KOR,1987,6483.1675
South Korea,KOR,1988,6807.3516
South Korea,KOR,1989,6538.077
South Korea,KOR,1990,6359.116
South Korea,KOR,1991,6328.0396
South Korea,KOR,1992,6131.962
South Korea,KOR,1993,6688.1577
South Korea,KOR,1994,6832.0073
South Korea,KOR,1995,7044.4463
South Korea,KOR,1996,8176.1206
South Korea,KOR,1997,8837.783
South Korea,KOR,1998,9065.213
South Korea,KOR,1999,9539.183
South Korea,KOR,2000,10669.549
South Korea,KOR,2001,11298.732
South Korea,KOR,2002,12074.854
South Korea,KOR,2003,12506.942
South Korea,KOR,2004,12963.18
South Korea,KOR,2005,13307.106
South Korea,KOR,2006,13712.308
South Korea,KOR,2007,14387.304
South Korea,KOR,2008,15883.5205
South Korea,KOR,2009,16418.857
South Korea,KOR,2010,18379.498
South Korea,KOR,2011,19794.322
South Korea,KOR,2012,18894.262
South Korea,KOR,2013,18929.945
South Korea,KOR,2014,19414.455
South Korea,KOR,2015,19476.963
South Korea,KOR,2016,18472.756
South Korea,KOR,2017,19456.477
South Korea,KOR,2018,19500.953
South Korea,KOR,2019,18441.996
South Korea,KOR,2020,16205.312
South Korea,KOR,2021,16275.09
South Korea,KOR,2022,15411.557
Spain,ESP,1965,3513.0464
Spain,ESP,1966,3215.0435
Spain,ESP,1967,3232.3052
Spain,ESP,1968,3238.118
Spain,ESP,1969,3227.0327
Spain,ESP,1970,3377.566
Spain,ESP,1971,3360.5188
Spain,ESP,1972,3403.5645
Spain,ESP,1973,3296.8962
Spain,ESP,1974,3154.2307
Spain,ESP,1975,3453.5088
Spain,ESP,1976,3309.84
Spain,ESP,1977,3509.0906
Spain,ESP,1978,2986.8853
Spain,ESP,1979,3374.639
Spain,ESP,1980,3858.6064
Spain,ESP,1981,4726.3965
Spain,ESP,1982,5206.8716
Spain,ESP,1983,5449.711
Spain,ESP,1984,5517.3574
Spain,ESP,1985,5434.72
Spain,ESP,1986,5614.469
Spain,ESP,1987,5432.3076
Spain,ESP,1988,4702.7734
Spain,ESP,1989,5787.5586
Spain,ESP,1990,5745.3384
Spain,ESP,1991,5964.2534
Spain,ESP,1992,6053.1865
Spain,ESP,1993,5414.8677
Spain,ESP,1994,5553.815
Spain,ESP,1995,5540.3394
Spain,ESP,1996,4660.2607
Spain,ESP,1997,5312.8022
Spain,ESP,1998,5039.853
Spain,ESP,1999,5623.3433
Spain,ESP,2000,5976.333
Spain,ESP,2001,5441.6196
Spain,ESP,2002,6055.9053
Spain,ESP,2003,5543.424
Spain,ESP,2004,5698.3643
Spain,ESP,2005,5461.0083
Spain,ESP,2006,4688.3564
Spain,ESP,2007,5150.321
Spain,ESP,2008,3416.6482
Spain,ESP,2009,2365.2397
Spain,ESP,2010,1722.296
Spain,ESP,2011,3183.4321
Spain,ESP,2012,3853.444
Spain,ESP,2013,2844.1472
Spain,ESP,2014,2913.2227
Spain,ESP,2015,3428.136
Spain,ESP,2016,2626.6704
Spain,ESP,2017,3357.5737
Spain,ESP,2018,2864.202
Spain,ESP,2019,1251.4824
Spain,ESP,2020,725.9981
Spain,ESP,2021,752.4438
Spain,ESP,2022,986.38654
Sri Lanka,LKA,1965,0
Sri Lanka,LKA,1966,0
Sri Lanka,LKA,1967,0
Sri Lanka,LKA,1968,0
Sri Lanka,LKA,1969,0
Sri Lanka,LKA,1970,0
Sri Lanka,LKA,1971,0
Sri Lanka,LKA,1972,0
Sri Lanka,LKA,1973,0
Sri Lanka,LKA,1974,0
Sri Lanka,LKA,1975,0
Sri Lanka,LKA,1976,0.36871102
Sri Lanka,LKA,1977,2.0698762
Sri Lanka,LKA,1978,2.1144907
Sri Lanka,LKA,1979,1.347555
Sri Lanka,LKA,1980,1.7846998
Sri Lanka,LKA,1981,0.9737753
Sri Lanka,LKA,1982,13.411595
Sri Lanka,LKA,1983,13.288921
Sri Lanka,LKA,1984,25.48074
Sri Lanka,LKA,1985,15.207132
Sri Lanka,LKA,1986,5.6125994
Sri Lanka,LKA,1987,5.1806355
Sri Lanka,LKA,1988,2.6208465
Sri Lanka,LKA,1989,0.30186328
Sri Lanka,LKA,1990,0
Sri Lanka,LKA,1991,0.37861717
Sri Lanka,LKA,1992,0.37415168
Sri Lanka,LKA,1993,0.25073007
Sri Lanka,LKA,1994,0.22373207
Sri Lanka,LKA,1995,0.64088756
Sri Lanka,LKA,1996,0.1319622
Sri Lanka,LKA,1997,0
Sri Lanka,LKA,1998,0.12237286
Sri Lanka,LKA,1999,0
Sri Lanka,LKA,2000,0.21071842
Sri Lanka,LKA,2001,0.054215197
Sri Lanka,LKA,2002,6.6211867
Sri Lanka,LKA,2003,35.998367
Sri Lanka,LKA,2004,9.379273
Sri Lanka,LKA,2005,34.538033
Sri Lanka,LKA,2006,25.64877
Sri Lanka,LKA,2007,24.762783
Sri Lanka,LKA,2008,33.044952
Sri Lanka,LKA,2009,33.310455
Sri Lanka,LKA,2010,33.72311
Sri Lanka,LKA,2011,166.75697
Sri Lanka,LKA,2012,252.32646
Sri Lanka,LKA,2013,264.00433
Sri Lanka,LKA,2014,504.11862
Sri Lanka,LKA,2015,675.3162
Sri Lanka,LKA,2016,711.95667
Sri Lanka,LKA,2017,734.71277
Sri Lanka,LKA,2018,707.5759
Sri Lanka,LKA,2019,752.76764
Sri Lanka,LKA,2020,901.83124
Sri Lanka,LKA,2021,862.68085
Sri Lanka,LKA,2022,776.6475
Sweden,SWE,1965,3342.9421
Sweden,SWE,1966,3163.7456
Sweden,SWE,1967,3115.2969
Sweden,SWE,1968,2702.8118
Sweden,SWE,1969,2624.0364
Sweden,SWE,1970,2756.7224
Sweden,SWE,1971,2470.869
Sweden,SWE,1972,2111.3855
Sweden,SWE,1973,2322.5886
Sweden,SWE,1974,2554.5735
Sweden,SWE,1975,2744.907
Sweden,SWE,1976,2627.7874
Sweden,SWE,1977,2081.241
Sweden,SWE,1978,2130.8296
Sweden,SWE,1979,2512.841
Sweden,SWE,1980,2390.4644
Sweden,SWE,1981,2051.8699
Sweden,SWE,1982,2279.131
Sweden,SWE,1983,2851.3027
Sweden,SWE,1984,3433.9885
Sweden,SWE,1985,4033.5771
Sweden,SWE,1986,4289.1064
Sweden,SWE,1987,4221.8013
Sweden,SWE,1988,4129.7886
Sweden,SWE,1989,3876.8853
Sweden,SWE,1990,4030.8235
Sweden,SWE,1991,3913.8748
Sweden,SWE,1992,3624.9841
Sweden,SWE,1993,3672.453
Sweden,SWE,1994,3710.046
Sweden,SWE,1995,3695.176
Sweden,SWE,1996,4079.7217
Sweden,SWE,1997,3477.1155
Sweden,SWE,1998,3492.4268
Sweden,SWE,1999,3330.726
Sweden,SWE,2000,3363.5215
Sweden,SWE,2001,3634.3542
Sweden,SWE,2002,3890.0244
Sweden,SWE,2003,3798.8345
Sweden,SWE,2004,3889.8005
Sweden,SWE,2005,3536.9028
Sweden,SWE,2006,3882.5833
Sweden,SWE,2007,3594.155
Sweden,SWE,2008,3569.8599
Sweden,SWE,2009,2497.1968
Sweden,SWE,2010,3414.1628
Sweden,SWE,2011,3021.0361
Sweden,SWE,2012,2566.8325
Sweden,SWE,2013,2594.8442
Sweden,SWE,2014,2409.3762
Sweden,SWE,2015,2382.73
Sweden,SWE,2016,2313.6594
Sweden,SWE,2017,2283.7068
Sweden,SWE,2018,2266.4602
Sweden,SWE,2019,2225.668
Sweden,SWE,2020,1825.8103
Sweden,SWE,2021,1828.3376
Sweden,SWE,2022,1925.7087
Switzerland,CHE,1965,2532.5613
Switzerland,CHE,1966,2072.0967
Switzerland,CHE,1967,1726.2769
Switzerland,CHE,1968,1611.3123
Switzerland,CHE,1969,1441.2131
Switzerland,CHE,1970,1227.731
Switzerland,CHE,1971,824.7895
Switzerland,CHE,1972,692.5412
Switzerland,CHE,1973,652.67615
Switzerland,CHE,1974,559.82916
Switzerland,CHE,1975,419.84805
Switzerland,CHE,1976,396.69446
Switzerland,CHE,1977,464.3751
Switzerland,CHE,1978,417.89197
Switzerland,CHE,1979,431.17398
Switzerland,CHE,1980,628.60406
Switzerland,CHE,1981,924.6579
Switzerland,CHE,1982,813.2155
Switzerland,CHE,1983,706.7337
Switzerland,CHE,1984,904.73047
Switzerland,CHE,1985,904.62616
Switzerland,CHE,1986,774.3664
Switzerland,CHE,1987,716.04297
Switzerland,CHE,1988,606.7347
Switzerland,CHE,1989,622.3264
Switzerland,CHE,1990,616.25525
Switzerland,CHE,1991,517.09875
Switzerland,CHE,1992,354.03268
Switzerland,CHE,1993,293.95224
Switzerland,CHE,1994,295.1979
Switzerland,CHE,1995,314.54868
Switzerland,CHE,1996,234.17642
Switzerland,CHE,1997,179.90704
Switzerland,CHE,1998,148.88855
Switzerland,CHE,1999,154.01418
Switzerland,CHE,2000,223.16434
Switzerland,CHE,2001,231.85274
Switzerland,CHE,2002,212.25162
Switzerland,CHE,2003,216.36472
Switzerland,CHE,2004,203.97295
Switzerland,CHE,2005,225.85876
Switzerland,CHE,2006,242.28864
Switzerland,CHE,2007,268.86795
Switzerland,CHE,2008,238.56422
Switzerland,CHE,2009,222.31123
Switzerland,CHE,2010,220.5193
Switzerland,CHE,2011,201.54808
Switzerland,CHE,2012,179.60956
Switzerland,CHE,2013,191.28973
Switzerland,CHE,2014,193.37733
Switzerland,CHE,2015,174.74867
Switzerland,CHE,2016,158.91211
Switzerland,CHE,2017,151.51477
Switzerland,CHE,2018,139.95845
Switzerland,CHE,2019,123.412254
Switzerland,CHE,2020,117.6887
Switzerland,CHE,2021,118.25215
Switzerland,CHE,2022,117.58838
Taiwan,TWN,1965,2655.9802
Taiwan,TWN,1966,2554.728
Taiwan,TWN,1967,2517.719
Taiwan,TWN,1968,2474.9521
Taiwan,TWN,1969,2218.2322
Taiwan,TWN,1970,2117.9558
Taiwan,TWN,1971,1839.7097
Taiwan,TWN,1972,1715.7466
Taiwan,TWN,1973,1505.0385
Taiwan,TWN,1974,1502.8015
Taiwan,TWN,1975,1344.8599
Taiwan,TWN,1976,1398.1527
Taiwan,TWN,1977,1571.9796
Taiwan,TWN,1978,1703.6333
Taiwan,TWN,1979,2113.123
Taiwan,TWN,1980,2457.6829
Taiwan,TWN,1981,2231.1218
Taiwan,TWN,1982,2576.0437
Taiwan,TWN,1983,3425.353
Taiwan,TWN,1984,3917.4353
Taiwan,TWN,1985,4093.9714
Taiwan,TWN,1986,4920.9854
Taiwan,TWN,1987,5261.8315
Taiwan,TWN,1988,6032.938
Taiwan,TWN,1989,6233.2026
Taiwan,TWN,1990,6104.1016
Taiwan,TWN,1991,6626.698
Taiwan,TWN,1992,7589.796
Taiwan,TWN,1993,8464.279
Taiwan,TWN,1994,8739.604
Taiwan,TWN,1995,8941.711
Taiwan,TWN,1996,10011.722
Taiwan,TWN,1997,11370.782
Taiwan,TWN,1998,12252.782
Taiwan,TWN,1999,12571.654
Taiwan,TWN,2000,14726.732
Taiwan,TWN,2001,15358.243
Taiwan,TWN,2002,16550.605
Taiwan,TWN,2003,17546.842
Taiwan,TWN,2004,18164.016
Taiwan,TWN,2005,18421.514
Taiwan,TWN,2006,19270.434
Taiwan,TWN,2007,20123.62
Taiwan,TWN,2008,19219.012
Taiwan,TWN,2009,18295.58
Taiwan,TWN,2010,19595.334
Taiwan,TWN,2011,20259.057
Taiwan,TWN,2012,19730.957
Taiwan,TWN,2013,20043.607
Taiwan,TWN,2014,20178.238
Taiwan,TWN,2015,19498.492
Taiwan,TWN,2016,19667.055
Taiwan,TWN,2017,19905.36
Taiwan,TWN,2018,19959.525
Taiwan,TWN,2019,19520.713
Taiwan,TWN,2020,18211.916
Taiwan,TWN,2021,19519.506
Taiwan,TWN,2022,18384.822
Thailand,THA,1965,16.914846
Thailand,THA,1966,23.709566
Thailand,THA,1967,41.08122
Thailand,THA,1968,44.03302
Thailand,THA,1969,45.466793
Thailand,THA,1970,47.115635
Thailand,THA,1971,36.09888
Thailand,THA,1972,27.604446
Thailand,THA,1973,28.765154
Thailand,THA,1974,42.02293
Thailand,THA,1975,39.178158
Thailand,THA,1976,44.386406
Thailand,THA,1977,41.73345
Thailand,THA,1978,52.564587
Thailand,THA,1979,108.174355
Thailand,THA,1980,114.46678
Thailand,THA,1981,124.63091
Thailand,THA,1982,159.15018
Thailand,THA,1983,149.76263
Thailand,THA,1984,184.90808
Thailand,THA,1985,364.36484
Thailand,THA,1986,350.91898
Thailand,THA,1987,497.61307
Thailand,THA,1988,503.75876
Thailand,THA,1989,603.25604
Thailand,THA,1990,821.1538
Thailand,THA,1991,946.78064
Thailand,THA,1992,998.37726
Thailand,THA,1993,1095.9403
Thailand,THA,1994,1249.2169
Thailand,THA,1995,1405.5281
Thailand,THA,1996,1687.7754
Thailand,THA,1997,1718.403
Thailand,THA,1998,1361.8015
Thailand,THA,1999,1431.657
Thailand,THA,2000,1453.9534
Thailand,THA,2001,1603.7363
Thailand,THA,2002,1696.3179
Thailand,THA,2003,1717.7743
Thailand,THA,2004,1908.9061
Thailand,THA,2005,2047.3921
Thailand,THA,2006,2168.5686
Thailand,THA,2007,2418.6155
Thailand,THA,2008,2588.9482
Thailand,THA,2009,2579.053
Thailand,THA,2010,2629.0237
Thailand,THA,2011,2656.2554
Thailand,THA,2012,2769.953
Thailand,THA,2013,2709.673
Thailand,THA,2014,2971.2354
Thailand,THA,2015,2903.129
Thailand,THA,2016,2946.3113
Thailand,THA,2017,2945.8672
Thailand,THA,2018,3130.5586
Thailand,THA,2019,2783.047
Thailand,THA,2020,2968.6086
Thailand,THA,2021,3034.5085
Thailand,THA,2022,2755.4722
Trinidad and Tobago,TTO,1971,0
Trinidad and Tobago,TTO,1972,0
Trinidad and Tobago,TTO,1973,0
Trinidad and Tobago,TTO,1974,0
Trinidad and Tobago,TTO,1975,0
Trinidad and Tobago,TTO,1976,0
Trinidad and Tobago,TTO,1977,0
Trinidad and Tobago,TTO,1978,0
Trinidad and Tobago,TTO,1979,0
Trinidad and Tobago,TTO,1980,0
Trinidad and Tobago,TTO,1981,0
Trinidad and Tobago,TTO,1982,0
Trinidad and Tobago,TTO,1983,0
Trinidad and Tobago,TTO,1984,0
Trinidad and Tobago,TTO,1985,0
Trinidad and Tobago,TTO,1986,0
Trinidad and Tobago,TTO,1987,0
Trinidad and Tobago,TTO,1988,0
Trinidad and Tobago,TTO,1989,0
Trinidad and Tobago,TTO,1990,0
Trinidad and Tobago,TTO,1991,0
Trinidad and Tobago,TTO,1992,0
Trinidad and Tobago,TTO,1993,0
Trinidad and Tobago,TTO,1994,0
Trinidad and Tobago,TTO,1995,0
Trinidad and Tobago,TTO,1996,0
Trinidad and Tobago,TTO,1997,0
Trinidad and Tobago,TTO,1998,0
Trinidad and Tobago,TTO,1999,0
Trinidad and Tobago,TTO,2000,0
Trinidad and Tobago,TTO,2001,0
Trinidad and Tobago,TTO,2002,0
Trinidad and Tobago,TTO,2003,0
Trinidad and Tobago,TTO,2004,0
Trinidad and Tobago,TTO,2005,0
Trinidad and Tobago,TTO,2006,0
Trinidad and Tobago,TTO,2007,0
Trinidad and Tobago,TTO,2008,0
Trinidad and Tobago,TTO,2009,0
Trinidad and Tobago,TTO,2010,0
Trinidad and Tobago,TTO,2011,0
Trinidad and Tobago,TTO,2012,0
Trinidad and Tobago,TTO,2013,0
Trinidad and Tobago,TTO,2014,0
Trinidad and Tobago,TTO,2015,0
Trinidad and Tobago,TTO,2016,0
Trinidad and Tobago,TTO,2017,0
Trinidad and Tobago,TTO,2018,0
Trinidad and Tobago,TTO,2019,0
Trinidad and Tobago,TTO,2020,0
Trinidad and Tobago,TTO,2021,0
Trinidad and Tobago,TTO,2022,0
Turkey,TUR,1965,1360.4055
Turkey,TUR,1966,1476.3076
Turkey,TUR,1967,1274.7523
Turkey,TUR,1968,1350.6064
Turkey,TUR,1969,1400.0753
Turkey,TUR,1970,1515.0647
Turkey,TUR,1971,1522.5211
Turkey,TUR,1972,1597.4503
Turkey,TUR,1973,1596.7142
Turkey,TUR,1974,1703.9471
Turkey,TUR,1975,1733.3494
Turkey,TUR,1976,1781.2128
Turkey,TUR,1977,1795.9684
Turkey,TUR,1978,1783.0453
Turkey,TUR,1979,1789.4388
Turkey,TUR,1980,1855.4581
Turkey,TUR,1981,1856.3787
Turkey,TUR,1982,2040.7552
Turkey,TUR,1983,2194.1145
Turkey,TUR,1984,2410.0447
Turkey,TUR,1985,2822.1428
Turkey,TUR,1986,3040.8867
Turkey,TUR,1987,3146.1038
Turkey,TUR,1988,2982.0344
Turkey,TUR,1989,3295.57
Turkey,TUR,1990,3433.5002
Turkey,TUR,1991,3601.8179
Turkey,TUR,1992,3526.262
Turkey,TUR,1993,3206.2876
Turkey,TUR,1994,3159.892
Turkey,TUR,1995,3243.1555
Turkey,TUR,1996,3588.3118
Turkey,TUR,1997,3944.2695
Turkey,TUR,1998,4028.8752
Turkey,TUR,1999,3687.475
Turkey,TUR,2000,4074.3562
Turkey,TUR,2001,3298.0134
Turkey,TUR,2002,3396.7197
Turkey,TUR,2003,3620.454
Turkey,TUR,2004,3789.332
Turkey,TUR,2005,3750.6294
Turkey,TUR,2006,4372.5293
Turkey,TUR,2007,4862.662
Turkey,TUR,2008,4826.107
Turkey,TUR,2009,4975.293
Turkey,TUR,2010,4995.1797
Turkey,TUR,2011,5311.9854
Turkey,TUR,2012,5638.301
Turkey,TUR,2013,4793.813
Turkey,TUR,2014,5378.7515
Turkey,TUR,2015,5072.7617
Turkey,TUR,2016,5520.408
Turkey,TUR,2017,5590.362
Turkey,TUR,2018,5738.73
Turkey,TUR,2019,5839.921
Turkey,TUR,2020,5614.362
Turkey,TUR,2021,5689.4087
Turkey,TUR,2022,5681.2344
Turkmenistan,TKM,1985,1153.369
Turkmenistan,TKM,1986,1122.3002
Turkmenistan,TKM,1987,1091.6359
Turkmenistan,TKM,1988,910.57434
Turkmenistan,TKM,1989,1034.1178
Turkmenistan,TKM,1990,1150.4059
Turkmenistan,TKM,1991,979.8722
Turkmenistan,TKM,1992,408.75882
Turkmenistan,TKM,1993,0
Turkmenistan,TKM,1994,14.069532
Turkmenistan,TKM,1995,13.758021
Turkmenistan,TKM,1996,124.38236
USSR,OWID_USS,1965,15019.014
USSR,OWID_USS,1966,15387.487
USSR,OWID_USS,1967,15453.783
USSR,OWID_USS,1968,15161.623
USSR,OWID_USS,1969,15230.173
USSR,OWID_USS,1970,14972.471
USSR,OWID_USS,1971,15145.17
USSR,OWID_USS,1972,15427.495
USSR,OWID_USS,1973,15454.76
USSR,OWID_USS,1974,15392.128
USSR,OWID_USS,1975,15683.992
USSR,OWID_USS,1976,15521.772
USSR,OWID_USS,1977,15654.503
USSR,OWID_USS,1978,15418.396
USSR,OWID_USS,1979,15396.782
USSR,OWID_USS,1980,14807.245
USSR,OWID_USS,1981,14595.452
USSR,OWID_USS,1982,14694.843
USSR,OWID_USS,1983,14597.719
USSR,OWID_USS,1984,14324.688
Ukraine,UKR,1985,19402.254
Ukraine,UKR,1986,19202.156
Ukraine,UKR,1987,18968.393
Ukraine,UKR,1988,17842.775
Ukraine,UKR,1989,16231.512
Ukraine,UKR,1990,18723.31
Ukraine,UKR,1991,16592.69
Ukraine,UKR,1992,16297.591
Ukraine,UKR,1993,14517.511
Ukraine,UKR,1994,11652.24
Ukraine,UKR,1995,11615.942
Ukraine,UKR,1996,8817.454
Ukraine,UKR,1997,8679.17
Ukraine,UKR,1998,8970.272
Ukraine,UKR,1999,8949.346
Ukraine,UKR,2000,9171.106
Ukraine,UKR,2001,9014.881
Ukraine,UKR,2002,9154.432
Ukraine,UKR,2003,9481.202
Ukraine,UKR,2004,9073.8955
Ukraine,UKR,2005,9246.233
Ukraine,UKR,2006,10009.941
Ukraine,UKR,2007,10711.899
Ukraine,UKR,2008,10553.187
Ukraine,UKR,2009,9095.786
Ukraine,UKR,2010,9737.953
Ukraine,UKR,2011,10601.267
Ukraine,UKR,2012,10941.458
Ukraine,UKR,2013,10634.006
Ukraine,UKR,2014,9164.265
Ukraine,UKR,2015,7069.6436
Ukraine,UKR,2016,8417.654
Ukraine,UKR,2017,6707.8433
Ukraine,UKR,2018,7340.8774
Ukraine,UKR,2019,6859.451
Ukraine,UKR,2020,6051.3013
Ukraine,UKR,2021,6084.8364
Ukraine,UKR,2022,3628.8208
United Arab Emirates,ARE,2001,62.244118
United Arab Emirates,ARE,2002,301.76135
United Arab Emirates,ARE,2003,338.27612
United Arab Emirates,ARE,2004,366.1079
United Arab Emirates,ARE,2005,395.07812
United Arab Emirates,ARE,2006,668.5446
United Arab Emirates,ARE,2007,268.4768
United Arab Emirates,ARE,2008,571.1852
United Arab Emirates,ARE,2009,398.51877
United Arab Emirates,ARE,2010,902.26624
United Arab Emirates,ARE,2011,603.3605
United Arab Emirates,ARE,2012,1855.3881
United Arab Emirates,ARE,2013,2351.613
United Arab Emirates,ARE,2014,2596.9143
United Arab Emirates,ARE,2015,2236.379
United Arab Emirates,ARE,2016,2379.9495
United Arab Emirates,ARE,2017,2730.4211
United Arab Emirates,ARE,2018,2443.3093
United Arab Emirates,ARE,2019,2243.7224
United Arab Emirates,ARE,2020,2671.6897
United Arab Emirates,ARE,2021,2937.0134
United Arab Emirates,ARE,2022,3022.8276
United Kingdom,GBR,1965,25176.803
United Kingdom,GBR,1966,23816.127
United Kingdom,GBR,1967,22119.445
United Kingdom,GBR,1968,22018.67
United Kingdom,GBR,1969,21364.832
United Kingdom,GBR,1970,20067.49
United Kingdom,GBR,1971,17712.697
United Kingdom,GBR,1972,15464.945
United Kingdom,GBR,1973,16717.807
United Kingdom,GBR,1974,14700.425
United Kingdom,GBR,1975,14779.628
United Kingdom,GBR,1976,15041.236
United Kingdom,GBR,1977,15095.573
United Kingdom,GBR,1978,14707.075
United Kingdom,GBR,1979,15802.205
United Kingdom,GBR,1980,14673.173
United Kingdom,GBR,1981,14575.483
United Kingdom,GBR,1982,13580.8
United Kingdom,GBR,1983,13694.603
United Kingdom,GBR,1984,9719.583
United Kingdom,GBR,1985,12910.373
United Kingdom,GBR,1986,13923.544
United Kingdom,GBR,1987,14237.9
United Kingdom,GBR,1988,13790.354
United Kingdom,GBR,1989,13245.413
United Kingdom,GBR,1990,13202.315
United Kingdom,GBR,1991,13190.321
United Kingdom,GBR,1992,12369.904
United Kingdom,GBR,1993,10746.068
United Kingdom,GBR,1994,10009.473
United Kingdom,GBR,1995,9527.185
United Kingdom,GBR,1996,8884.11
United Kingdom,GBR,1997,7899.9883
United Kingdom,GBR,1998,7678.0303
United Kingdom,GBR,1999,6803.372
United Kingdom,GBR,2000,7258.2407
United Kingdom,GBR,2001,7658.317
United Kingdom,GBR,2002,6996.945
United Kingdom,GBR,2003,7429.1675
United Kingdom,GBR,2004,7208.9272
United Kingdom,GBR,2005,7294.403
United Kingdom,GBR,2006,7910.5234
United Kingdom,GBR,2007,7392.8535
United Kingdom,GBR,2008,6807.8823
United Kingdom,GBR,2009,5569.99
United Kingdom,GBR,2010,5653.417
United Kingdom,GBR,2011,5652.1504
United Kingdom,GBR,2012,7071.983
United Kingdom,GBR,2013,6763.7485
United Kingdom,GBR,2014,5421.8794
United Kingdom,GBR,2015,4251.8335
United Kingdom,GBR,2016,2150.2065
United Kingdom,GBR,2017,1729.0083
United Kingdom,GBR,2018,1456.9021
United Kingdom,GBR,2019,1033.9065
United Kingdom,GBR,2020,945.1695
United Kingdom,GBR,2021,978.0889
United Kingdom,GBR,2022,869.8455
United States,USA,1965,16996.248
United States,USA,1966,17624.09
United States,USA,1967,17117.117
United States,USA,1968,17538.654
United States,USA,1969,17422.668
United States,USA,1970,17045.314
United States,USA,1971,15914.611
United States,USA,1972,16383.022
United States,USA,1973,17420.32
United States,USA,1974,16846.336
United States,USA,1975,16687.014
United States,USA,1976,17733.584
United States,USA,1977,17992.035
United States,USA,1978,17590.195
United States,USA,1979,18993.129
United States,USA,1980,19243.434
United States,USA,1981,19627.102
United States,USA,1982,18709.516
United States,USA,1983,19207.828
United States,USA,1984,20418.592
United States,USA,1985,20694.791
United States,USA,1986,20233.012
United States,USA,1987,20903.904
United States,USA,1988,21656.656
United States,USA,1989,21674.9
United States,USA,1990,21516.92
United States,USA,1991,21019.277
United States,USA,1992,20864.207
United States,USA,1993,21340.355
United States,USA,1994,21134.967
United States,USA,1995,21053.383
United States,USA,1996,21738.441
United States,USA,1997,21919.523
