Entity,Code,Year,Low-carbon energy per capita (kWh - equivalent)
Colombia,COL,1980,1659.687
Colombia,COL,1981,1600.0602
Colombia,COL,1982,1671.1277
Colombia,COL,1983,1646.9178
Colombia,COL,1984,1795.0221
Colombia,COL,1985,1888.4607
Colombia,COL,1986,2133.852
Colombia,COL,1987,2274.2273
Colombia,COL,1988,2347.599
Colombia,COL,1989,2508.1848
Colombia,COL,1990,2520.7388
Colombia,COL,1991,2489.8667
Colombia,COL,1992,1973.2081
Colombia,COL,1993,2415.5269
Colombia,COL,1994,2725.95
Colombia,COL,1995,2672.08
Colombia,COL,1996,2891.6465
Colombia,COL,1997,2537.1511
Colombia,COL,1998,2443.5574
Colombia,COL,1999,2620.48
Colombia,COL,2000,2364.151
Colombia,COL,2001,2372.647
Colombia,COL,2002,2489.9365
Colombia,COL,2003,2594.2678
Colombia,COL,2004,2692.0056
Colombia,COL,2005,2705.8232
Colombia,COL,2006,2910.3574
Colombia,COL,2007,2967.9873
Colombia,COL,2008,3039.8176
Colombia,COL,2009,2733.109
Colombia,COL,2010,2710.2476
Colombia,COL,2011,3197.464
Colombia,COL,2012,3114.861
Colombia,COL,2013,2875.7617
Colombia,COL,2014,2888.142
Colombia,COL,2015,2850.4856
Colombia,COL,2016,2931.946
Colombia,COL,2017,3443.8281
Colombia,COL,2018,3368.7688
Colombia,COL,2019,3216.5476
Colombia,COL,2020,2919.7163
Colombia,COL,2021,3457.1377
Colombia,COL,2022,3624.2952
Croatia,HRV,1990,2383.8606
Croatia,HRV,1991,3379.1077
Croatia,HRV,1992,2684.148
Croatia,HRV,1993,2819.9517
Croatia,HRV,1994,3338.588
Croatia,HRV,1995,3501.6348
Croatia,HRV,1996,4891.8867
Croatia,HRV,1997,3674.435
Croatia,HRV,1998,3827.0789
Croatia,HRV,1999,4710.886
Croatia,HRV,2000,4195.8027
Croatia,HRV,2001,4680.634
Croatia,HRV,2002,3809.8923
Croatia,HRV,2003,3548.0378
Croatia,HRV,2004,4950.26
Croatia,HRV,2005,4564.402
Croatia,HRV,2006,4282.276
Croatia,HRV,2007,3050.9443
Croatia,HRV,2008,3746.9097
Croatia,HRV,2009,4791.2603
Croatia,HRV,2010,5910.7954
Croatia,HRV,2011,3366.2532
Croatia,HRV,2012,3416.6035
Croatia,HRV,2013,5965.7344
Croatia,HRV,2014,6381.7905
Croatia,HRV,2015,4850.0215
Croatia,HRV,2016,5356.1245
Croatia,HRV,2017,4584.969
Croatia,HRV,2018,6383.4805
Croatia,HRV,2019,5619.782
Croatia,HRV,2020,5800.2236
Croatia,HRV,2021,7200.4795
Croatia,HRV,2022,6318.343
Cyprus,CYP,1965,0
Cyprus,CYP,1966,0
Cyprus,CYP,1967,0
Cyprus,CYP,1968,0
Cyprus,CYP,1969,0
Cyprus,CYP,1970,0
Cyprus,CYP,1971,0
Cyprus,CYP,1972,0
Cyprus,CYP,1973,0
Cyprus,CYP,1974,0
Cyprus,CYP,1975,0
Cyprus,CYP,1976,0
Cyprus,CYP,1977,0
Cyprus,CYP,1978,0
Cyprus,CYP,1979,0
Cyprus,CYP,1980,0
Cyprus,CYP,1981,0
Cyprus,CYP,1982,0
Cyprus,CYP,1983,0
Cyprus,CYP,1984,0
Cyprus,CYP,1985,0
Cyprus,CYP,1986,0
Cyprus,CYP,1987,0
Cyprus,CYP,1988,0
Cyprus,CYP,1989,0
Cyprus,CYP,1990,0
Cyprus,CYP,1991,0
Cyprus,CYP,1992,0
Cyprus,CYP,1993,0
Cyprus,CYP,1994,0
Cyprus,CYP,1995,0
Cyprus,CYP,1996,0
Cyprus,CYP,1997,0
Cyprus,CYP,1998,0
Cyprus,CYP,1999,0
Czechia,CZE,1965,680.1592
Czechia,CZE,1966,639.1847
Czechia,CZE,1967,574.7464
Czechia,CZE,1968,444.07068
Czechia,CZE,1969,362.01776
Czechia,CZE,1970,516.28125
Czechia,CZE,1971,363.87952
Czechia,CZE,1972,379.4062
Czechia,CZE,1973,322.86948
Czechia,CZE,1974,539.9897
Czechia,CZE,1975,535.02185
Czechia,CZE,1976,423.8488
Czechia,CZE,1977,573.3549
Czechia,CZE,1978,530.73346
Czechia,CZE,1979,662.0681
Czechia,CZE,1980,690.7279
Czechia,CZE,1981,592.6147
Czechia,CZE,1982,479.72797
Czechia,CZE,1983,530.3197
Czechia,CZE,1984,713.9862
Czechia,CZE,1985,1139.8059
Czechia,CZE,1986,2231.9626
Czechia,CZE,1987,3654.9146
Czechia,CZE,1988,3856.1946
Czechia,CZE,1989,3890.9797
Czechia,CZE,1990,3799.87
Czechia,CZE,1991,3653.652
Czechia,CZE,1992,3775.124
Czechia,CZE,1993,3918.4358
Czechia,CZE,1994,4093.0596
Czechia,CZE,1995,4082.7114
Czechia,CZE,1996,4222.3237
Czechia,CZE,1997,4127.563
Czechia,CZE,1998,4267.706
Czechia,CZE,1999,4443.551
Czechia,CZE,2000,4507.304
Czechia,CZE,2001,4868.663
Czechia,CZE,2002,6065.794
Czechia,CZE,2003,7639.7324
Czechia,CZE,2004,7921.0513
Czechia,CZE,2005,7508.3696
Czechia,CZE,2006,7924.1475
Czechia,CZE,2007,7865.5547
Czechia,CZE,2008,8084.824
Czechia,CZE,2009,8532.576
Czechia,CZE,2010,9034.678
Czechia,CZE,2011,9480.844
Czechia,CZE,2012,10143.288
Czechia,CZE,2013,10546.442
Czechia,CZE,2014,10423.53
Czechia,CZE,2015,9557.714
Czechia,CZE,2016,8837.325
Czechia,CZE,2017,9899.962
Czechia,CZE,2018,10163.512
Czechia,CZE,2019,10409.809
Czechia,CZE,2020,10447.585
Czechia,CZE,2021,10661.3125
Czechia,CZE,2022,10680.549
Denmark,DNK,1965,15.542367
Denmark,DNK,1966,16.029001
Denmark,DNK,1967,15.2903385
Denmark,DNK,1968,12.756765
Denmark,DNK,1969,13.286727
Denmark,DNK,1970,14.4156475
Denmark,DNK,1971,14.332609
Denmark,DNK,1972,14.247461
Denmark,DNK,1973,14.169237
Denmark,DNK,1974,14.098883
Denmark,DNK,1975,12.276428
Denmark,DNK,1976,11.062273
Denmark,DNK,1977,15.090799
Denmark,DNK,1978,17.36363
Denmark,DNK,1979,20.216114
Denmark,DNK,1980,25.731016
Denmark,DNK,1981,26.53049
Denmark,DNK,1982,28.14856
Denmark,DNK,1983,55.526436
Denmark,DNK,1984,57.175884
Denmark,DNK,1985,69.29082
Denmark,DNK,1986,120.868484
Denmark,DNK,1987,155.34167
Denmark,DNK,1988,237.00626
Denmark,DNK,1989,338.27975
Denmark,DNK,1990,497.18073
Denmark,DNK,1991,658.5098
Denmark,DNK,1992,860.1882
Denmark,DNK,1993,1051.9052
Denmark,DNK,1994,1014.4045
Denmark,DNK,1995,1076.5017
Denmark,DNK,1996,1206.6158
Denmark,DNK,1997,1684.8604
Denmark,DNK,1998,2238.543
Denmark,DNK,1999,2492.4995
Denmark,DNK,2000,3142.4268
Denmark,DNK,2001,3275.6567
Denmark,DNK,2002,3779.7375
Denmark,DNK,2003,4475.639
Denmark,DNK,2004,5233.716
Denmark,DNK,2005,5360.6333
Denmark,DNK,2006,5001.4873
Denmark,DNK,2007,5537.4126
Denmark,DNK,2008,5386.9443
Denmark,DNK,2009,5345.482
Denmark,DNK,2010,6618.181
Denmark,DNK,2011,7624.965
Denmark,DNK,2012,8062.9014
Denmark,DNK,2013,8537.335
Denmark,DNK,2014,9452.174
Denmark,DNK,2015,9812.897
Denmark,DNK,2016,9517.667
Denmark,DNK,2017,11146.023
Denmark,DNK,2018,10531.966
Denmark,DNK,2019,11534.846
Denmark,DNK,2020,11653.837
Denmark,DNK,2021,13037.545
Denmark,DNK,2022,13858.966
Ecuador,ECU,1965,137.95038
Ecuador,ECU,1966,153.34389
Ecuador,ECU,1967,164.08981
Ecuador,ECU,1968,166.4862
Ecuador,ECU,1969,179.47908
Ecuador,ECU,1970,194.02756
Ecuador,ECU,1971,204.86296
Ecuador,ECU,1972,201.39793
Ecuador,ECU,1973,191.39938
Ecuador,ECU,1974,213.92952
Ecuador,ECU,1975,261.33463
Ecuador,ECU,1976,244.9195
Ecuador,ECU,1977,219.80455
Ecuador,ECU,1978,303.2624
Ecuador,ECU,1979,264.6269
Ecuador,ECU,1980,316.92996
Ecuador,ECU,1981,275.78152
Ecuador,ECU,1982,308.71613
Ecuador,ECU,1983,578.5639
Ecuador,ECU,1984,1059.5112
Ecuador,ECU,1985,1047.7246
Ecuador,ECU,1986,1250.0864
Ecuador,ECU,1987,1388.9313
Ecuador,ECU,1988,1431.3671
Ecuador,ECU,1989,1434.7357
Ecuador,ECU,1990,1411.0814
Ecuador,ECU,1991,1404.5531
Ecuador,ECU,1992,1347.4918
Ecuador,ECU,1993,1543.2292
Ecuador,ECU,1994,1710.7899
Ecuador,ECU,1995,1319.8506
Ecuador,ECU,1996,1592.9558
Ecuador,ECU,1997,1611.7576
Ecuador,ECU,1998,1576.9623
Ecuador,ECU,1999,1709.749
Ecuador,ECU,2000,1782.4662
Ecuador,ECU,2001,1617.0675
Ecuador,ECU,2002,1680.2617
Ecuador,ECU,2003,1565.5819
Ecuador,ECU,2004,1578.7896
Ecuador,ECU,2005,1455.0614
Ecuador,ECU,2006,1481.2538
Ecuador,ECU,2007,1842.2983
Ecuador,ECU,2008,2235.4966
Ecuador,ECU,2009,1795.0532
Ecuador,ECU,2010,1651.9786
Ecuador,ECU,2011,2075.929
Ecuador,ECU,2012,2230.6763
Ecuador,ECU,2013,1985.9515
Ecuador,ECU,2014,2044.7898
Ecuador,ECU,2015,2286.1177
Ecuador,ECU,2016,2701.5144
Ecuador,ECU,2017,3321.3032
Ecuador,ECU,2018,3325.946
Ecuador,ECU,2019,3863.001
Ecuador,ECU,2020,3743.683
Ecuador,ECU,2021,3858.2812
Ecuador,ECU,2022,3661.4097
Egypt,EGY,1965,166.22182
Egypt,EGY,1966,170.72438
Egypt,EGY,1967,179.43834
Egypt,EGY,1968,267.22934
Egypt,EGY,1969,347.11508
Egypt,EGY,1970,398.63367
Egypt,EGY,1971,419.7267
Egypt,EGY,1972,420.12766
Egypt,EGY,1973,410.48236
Egypt,EGY,1974,476.82825
Egypt,EGY,1975,517.9986
Egypt,EGY,1976,596.89594
Egypt,EGY,1977,658.6013
Egypt,EGY,1978,706.2634
Egypt,EGY,1979,666.39575
Egypt,EGY,1980,662.5382
Egypt,EGY,1981,672.6216
Egypt,EGY,1982,673.1312
Egypt,EGY,1983,612.92584
Egypt,EGY,1984,584.994
Egypt,EGY,1985,540.62317
Egypt,EGY,1986,515.9059
Egypt,EGY,1987,501.93137
Egypt,EGY,1988,480.8104
Egypt,EGY,1989,503.04904
Egypt,EGY,1990,514.39484
Egypt,EGY,1991,500.2728
Egypt,EGY,1992,483.0623
Egypt,EGY,1993,486.19
Egypt,EGY,1994,505.331
Egypt,EGY,1995,515.7584
Egypt,EGY,1996,517.92816
Egypt,EGY,1997,519.5519
Egypt,EGY,1998,522.93585
Egypt,EGY,1999,569.01874
Egypt,EGY,2000,590.7526
Egypt,EGY,2001,588.4668
Egypt,EGY,2002,557.44995
Egypt,EGY,2003,504.94156
Egypt,EGY,2004,495.74423
Egypt,EGY,2005,476.36267
Egypt,EGY,2006,472.55023
Egypt,EGY,2007,511.7836
Egypt,EGY,2008,537.1554
Egypt,EGY,2009,483.79932
Egypt,EGY,2010,457.72226
Egypt,EGY,2011,455.53012
Egypt,EGY,2012,446.80692
Egypt,EGY,2013,433.09137
Egypt,EGY,2014,418.14926
Egypt,EGY,2015,430.44128
Egypt,EGY,2016,424.63327
Egypt,EGY,2017,405.25165
Egypt,EGY,2018,419.88312
Egypt,EGY,2019,512.8302
Egypt,EGY,2020,600.90295
Egypt,EGY,2021,592.5382
Egypt,EGY,2022,562.9209
Estonia,EST,1985,0
Estonia,EST,1986,0
Estonia,EST,1987,0
Estonia,EST,1988,0
Estonia,EST,1989,0
Estonia,EST,1990,0
Estonia,EST,1991,0
Estonia,EST,1992,0
Estonia,EST,1993,0
Estonia,EST,1994,0
Estonia,EST,1995,13.183869
Estonia,EST,1996,11.125225
Estonia,EST,1997,17.96539
Estonia,EST,1998,27.145493
Estonia,EST,1999,37.99557
Estonia,EST,2000,136.2722
Estonia,EST,2001,66.259544
Estonia,EST,2002,77.304306
Estonia,EST,2003,100.54232
Estonia,EST,2004,136.08022
Estonia,EST,2005,238.42897
Estonia,EST,2006,289.1728
Estonia,EST,2007,328.40192
Estonia,EST,2008,464.44327
Estonia,EST,2009,1241.178
Estonia,EST,2010,2479.417
Estonia,EST,2011,2749.6929
Estonia,EST,2012,3436.9917
Estonia,EST,2013,2865.7493
Estonia,EST,2014,3285.1177
Estonia,EST,2015,3601.606
Estonia,EST,2016,3619.6167
Estonia,EST,2017,4249.7026
Estonia,EST,2018,4731.181
Estonia,EST,2019,5053.813
Estonia,EST,2020,6731.4087
Estonia,EST,2021,6884.393
Estonia,EST,2022,7099.013
Europe,,1965,1886.0576
Europe,,1966,2055.3025
Europe,,1967,2044.7058
Europe,,1968,2174.4756
Europe,,1969,2221.9832
Europe,,1970,2346.8862
Europe,,1971,2389.959
Europe,,1972,2510.3584
Europe,,1973,2569.9382
Europe,,1974,2812.1316
Europe,,1975,2949.3206
Europe,,1976,2952.9841
Europe,,1977,3488.964
Europe,,1978,3654.7583
Europe,,1979,3861.9404
Europe,,1980,4031.6147
Europe,,1981,4437.355
Europe,,1982,4526.772
Europe,,1983,4904.8477
Europe,,1984,5577.894
Europe,,1985,5949.6377
Europe,,1986,6076.2036
Europe,,1987,6390.448
Europe,,1988,6820.971
Europe,,1989,6703.7227
Europe,,1990,6710.284
Europe,,1991,6840.758
Europe,,1992,6927.46
Europe,,1993,7130.8623
Europe,,1994,7065.2256
Europe,,1995,7193.47
Europe,,1996,7271.807
Europe,,1997,7437.6133
Europe,,1998,7518.967
Europe,,1999,7696.2573
Europe,,2000,7926.552
Europe,,2001,8111.35
Europe,,2002,7920.5474
Europe,,2003,7838.6855
Europe,,2004,8140.7495
Europe,,2005,8183.742
Europe,,2006,8212.349
Europe,,2007,8183.782
Europe,,2008,8356.705
Europe,,2009,8267.5625
Europe,,2010,8665.722
Europe,,2011,8522.666
Europe,,2012,8851.727
Europe,,2013,9106.498
Europe,,2014,9234.915
Europe,,2015,9274.853
Europe,,2016,9268.487
Europe,,2017,9286.132
Europe,,2018,9593.993
Europe,,2019,9670.096
Europe,,2020,9847.432
Europe,,2021,10148.378
Europe,,2022,9602.781
European Union (27),,1965,1746.2969
European Union (27),,1966,1897.1737
European Union (27),,1967,1828.569
European Union (27),,1968,1861.8278
European Union (27),,1969,1849.9429
European Union (27),,1970,1987.143
European Union (27),,1971,2002.1626
European Union (27),,1972,2166.17
European Union (27),,1973,2188.5315
European Union (27),,1974,2372.034
European Union (27),,1975,2604.2708
European Union (27),,1976,2436.0015
European Union (27),,1977,3141.9878
European Union (27),,1978,3231.395
European Union (27),,1979,3439.8271
European Union (27),,1980,3544.8196
European Union (27),,1981,4064.5764
European Union (27),,1982,4179.9253
European Union (27),,1983,4595.197
European Union (27),,1984,5342.5957
European Union (27),,1985,6086.1597
European Union (27),,1986,6338.8726
European Union (27),,1987,6692.738
European Union (27),,1988,7132.1904
European Union (27),,1989,6936.1816
European Union (27),,1990,7091.6406
European Union (27),,1991,7305.9272
European Union (27),,1992,7390.046
European Union (27),,1993,7596.0474
European Union (27),,1994,7643.278
European Union (27),,1995,7793.5015
European Union (27),,1996,8047.144
European Union (27),,1997,8200.977
European Union (27),,1998,8272.4375
European Union (27),,1999,8375.257
European Union (27),,2000,8610.76
European Union (27),,2001,8922.728
European Union (27),,2002,8642.751
European Union (27),,2003,8636.957
European Union (27),,2004,8999.102
European Union (27),,2005,8884.174
European Union (27),,2006,9001.138
European Union (27),,2007,8892.868
European Union (27),,2008,9234.092
European Union (27),,2009,9021.893
European Union (27),,2010,9707.138
European Union (27),,2011,9504.363
European Union (27),,2012,9850.495
European Union (27),,2013,10192.558
European Union (27),,2014,10376.267
European Union (27),,2015,10302.404
European Union (27),,2016,10221.264
European Union (27),,2017,10157.914
European Union (27),,2018,10534.392
European Union (27),,2019,10706.46
European Union (27),,2020,10718.431
European Union (27),,2021,11089.144
European Union (27),,2022,10374.32
Finland,FIN,1965,6059.329
Finland,FIN,1966,6699.55
Finland,FIN,1967,7464.0547
Finland,FIN,1968,6702.024
Finland,FIN,1969,5592.1235
Finland,FIN,1970,6113.6094
Finland,FIN,1971,6847.3696
Finland,FIN,1972,6615.096
Finland,FIN,1973,6704.5054
Finland,FIN,1974,8008.115
Finland,FIN,1975,7662.7485
Finland,FIN,1976,5933.234
Finland,FIN,1977,9183.566
Finland,FIN,1978,8032.1597
Finland,FIN,1979,10733.602
Finland,FIN,1980,10461.514
Finland,FIN,1981,17021.203
Finland,FIN,1982,17811.52
Finland,FIN,1983,18553.225
Finland,FIN,1984,18914.48
Finland,FIN,1985,18395.13
Finland,FIN,1986,18379.639
Finland,FIN,1987,19495.031
Finland,FIN,1988,19126.758
Finland,FIN,1989,18596.86
Finland,FIN,1990,20674.807
Finland,FIN,1991,22008.111
Finland,FIN,1992,22833.816
Finland,FIN,1993,22781.975
Finland,FIN,1994,21742.979
Finland,FIN,1995,22293.49
Finland,FIN,1996,21302.182
Finland,FIN,1997,23488.588
Finland,FIN,1998,26463.035
Finland,FIN,1999,25133.068
Finland,FIN,2000,26070.59
Finland,FIN,2001,24982.375
Finland,FIN,2002,23611.424
Finland,FIN,2003,23275.566
Finland,FIN,2004,26772.613
Finland,FIN,2005,25594.506
Finland,FIN,2006,24728.773
Finland,FIN,2007,25711.361
Finland,FIN,2008,27253.422
Finland,FIN,2009,24085.309
Finland,FIN,2010,24965.566
Finland,FIN,2011,25072.88
Finland,FIN,2012,26959.447
Finland,FIN,2013,25658.035
Finland,FIN,2014,26219.238
Finland,FIN,2015,27926.086
Finland,FIN,2016,27075.676
Finland,FIN,2017,27505.312
Finland,FIN,2018,27884.975
Finland,FIN,2019,28301.9
Finland,FIN,2020,29458.74
Finland,FIN,2021,31316.379
Finland,FIN,2022,34097.453
France,FRA,1965,2930.7795
France,FRA,1966,3278.0002
France,FRA,1967,2887.3357
France,FRA,1968,3239.0264
France,FRA,1969,3397.491
France,FRA,1970,3724.7095
France,FRA,1971,3440.8586
France,FRA,1972,3708.0676
France,FRA,1973,3625.303
France,FRA,1974,4084.202
France,FRA,1975,4462.0996
France,FRA,1976,3656.2454
France,FRA,1977,5309.0156
France,FRA,1978,5511.488
France,FRA,1979,5886.809
France,FRA,1980,7150.6016
France,FRA,1981,9573.099
France,FRA,1982,9621.269
France,FRA,1983,11350.68
France,FRA,1984,13529.76
France,FRA,1985,14956.894
France,FRA,1986,16456.768
France,FRA,1987,17387.496
France,FRA,1988,18130.986
France,FRA,1989,17913.355
France,FRA,1990,18729.727
France,FRA,1991,19723.15
France,FRA,1992,20595.355
France,FRA,1993,21791.883
France,FRA,1994,22059.09
France,FRA,1995,22566.967
France,FRA,1996,23135.12
France,FRA,1997,22868.982
France,FRA,1998,22313.91
France,FRA,1999,23056.178
France,FRA,2000,23652.807
France,FRA,2001,24061.445
France,FRA,2002,23842.164
France,FRA,2003,23690.545
France,FRA,2004,23770.416
France,FRA,2005,23298.799
France,FRA,2006,23242.287
France,FRA,2007,22780.54
France,FRA,2008,23009.959
France,FRA,2009,21295.322
France,FRA,2010,22223.871
France,FRA,2011,21969.248
France,FRA,2012,21893.64
France,FRA,2013,22221.05
France,FRA,2014,22343.004
France,FRA,2015,22101.762
France,FRA,2016,20828.895
France,FRA,2017,20227.838
France,FRA,2018,21493.629
France,FRA,2019,20836.562
France,FRA,2020,19410.168
France,FRA,2021,20251.73
France,FRA,2022,16680.135
Germany,DEU,1965,634.83594
Germany,DEU,1966,686.5134
Germany,DEU,1967,683.0923
Germany,DEU,1968,708.0995
Germany,DEU,1969,699.3677
Germany,DEU,1970,935.066
Germany,DEU,1971,772.1213
Germany,DEU,1972,881.45245
Germany,DEU,1973,1051.8456
Germany,DEU,1974,1228.9283
Germany,DEU,1975,1560.5706
Germany,DEU,1976,1643.9124
Germany,DEU,1977,2212.0742
Germany,DEU,1978,2343.9119
Germany,DEU,1979,2652.8674
Germany,DEU,1980,2833.3708
Germany,DEU,1981,3225.8413
Germany,DEU,1982,3547.1018
Germany,DEU,1983,3632.4253
Germany,DEU,1984,4588.0483
Germany,DEU,1985,5797.326
Germany,DEU,1986,5530.3267
Germany,DEU,1987,5979.213
Germany,DEU,1988,6493.652
Germany,DEU,1989,6568.356
Germany,DEU,1990,6158.157
Germany,DEU,1991,5892.586
Germany,DEU,1992,6378.123
Germany,DEU,1993,6190.2007
Germany,DEU,1994,6154.887
Germany,DEU,1995,6315.728
Germany,DEU,1996,6490.1626
Germany,DEU,1997,6832.451
Germany,DEU,1998,6596.2085
Germany,DEU,1999,6997.3247
Germany,DEU,2000,7313.1875
Germany,DEU,2001,7390.309
Germany,DEU,2002,7412.0947
Germany,DEU,2003,7442.384
Germany,DEU,2004,7913.2373
Germany,DEU,2005,8057.611
Germany,DEU,2006,8644.8125
Germany,DEU,2007,8367.645
Germany,DEU,2008,8726.906
Germany,DEU,2009,8291.201
Germany,DEU,2010,8762.625
Germany,DEU,2011,8325.828
Germany,DEU,2012,8698.826
Germany,DEU,2013,8828.474
Germany,DEU,2014,9129.1045
Germany,DEU,2015,9744.029
Germany,DEU,2016,9483.406
Germany,DEU,2017,10012.979
Germany,DEU,2018,10172.271
Germany,DEU,2019,10651.182
Germany,DEU,2020,10677.375
Germany,DEU,2021,10187.274
Germany,DEU,2022,9752.221
Greece,GRC,1965,277.79437
Greece,GRC,1966,600.37665
Greece,GRC,1967,576.258
Greece,GRC,1968,474.8488
Greece,GRC,1969,712.70374
Greece,GRC,1970,912.1987
Greece,GRC,1971,914.393
Greece,GRC,1972,918.6687
Greece,GRC,1973,758.4919
Greece,GRC,1974,794.9931
Greece,GRC,1975,676.6668
Greece,GRC,1976,624.9623
Greece,GRC,1977,632.6603
Greece,GRC,1978,972.60974
Greece,GRC,1979,1146.8804
Greece,GRC,1980,1081.8069
Greece,GRC,1981,1069.5895
Greece,GRC,1982,1105.0518
Greece,GRC,1983,718.04694
Greece,GRC,1984,868.847
Greece,GRC,1985,842.90985
Greece,GRC,1986,962.67694
Greece,GRC,1987,819.9489
Greece,GRC,1988,691.607
Greece,GRC,1989,550.4554
Greece,GRC,1990,508.31854
Greece,GRC,1991,882.4113
Greece,GRC,1992,624.24634
Greece,GRC,1993,652.25146
Greece,GRC,1994,732.36664
Greece,GRC,1995,982.384
Greece,GRC,1996,1200.4427
Greece,GRC,1997,1065.3049
Greece,GRC,1998,1023.6431
Greece,GRC,1999,1278.9609
Greece,GRC,2000,1110.1322
Greece,GRC,2001,779.76434
Greece,GRC,2002,943.99164
Greece,GRC,2003,1540.7245
Greece,GRC,2004,1537.6884
Greece,GRC,2005,1654.2289
Greece,GRC,2006,2018.3182
Greece,GRC,2007,1264.5426
Greece,GRC,2008,1536.493
Greece,GRC,2009,2149.8867
Greece,GRC,2010,2788.984
Greece,GRC,2011,2158.8274
Greece,GRC,2012,2676.7607
Greece,GRC,2013,3740.747
Greece,GRC,2014,3208.7178
Greece,GRC,2015,3882.5115
Greece,GRC,2016,3901.6023
Greece,GRC,2017,3631.994
Greece,GRC,2018,4218.0415
Greece,GRC,2019,4247.234
Greece,GRC,2020,4637.3164
Greece,GRC,2021,5820.6196
Greece,GRC,2022,6049.1455
High-income countries,,1965,2752.1006
High-income countries,,1966,2902.8875
High-income countries,,1967,2963.7556
High-income countries,,1968,3047.8433
High-income countries,,1969,3176.7444
High-income countries,,1970,3282.6282
High-income countries,,1971,3482.2961
High-income countries,,1972,3714.4102
High-income countries,,1973,3838.7158
High-income countries,,1974,4285.1455
High-income countries,,1975,4543.9736
High-income countries,,1976,4533.8994
High-income countries,,1977,4816.581
High-income countries,,1978,5287.8667
High-income countries,,1979,5442.154
High-income countries,,1980,5518.235
High-income countries,,1981,5848.413
High-income countries,,1982,6086.5015
High-income countries,,1983,6539.2583
High-income countries,,1984,7039.8257
High-income countries,,1985,7619.797
High-income countries,,1986,7901.6753
High-income countries,,1987,8168.587
High-income countries,,1988,8463.302
High-income countries,,1989,8531.093
High-income countries,,1990,8809.737
High-income countries,,1991,9081.779
High-income countries,,1992,9035.656
High-income countries,,1993,9359.581
High-income countries,,1994,9357.342
High-income countries,,1995,9757.902
High-income countries,,1996,9931.905
High-income countries,,1997,9938.898
High-income countries,,1998,9949.093
High-income countries,,1999,10138.383
High-income countries,,2000,10224.424
High-income countries,,2001,10028.987
High-income countries,,2002,10089.825
High-income countries,,2003,9751.772
High-income countries,,2004,10066.94
High-income countries,,2005,10108.675
High-income countries,,2006,10192.641
High-income countries,,2007,9998.71
High-income countries,,2008,10143.631
High-income countries,,2009,10096.7705
High-income countries,,2010,10371.903
High-income countries,,2011,10238.04
High-income countries,,2012,9949.001
High-income countries,,2013,10198.502
High-income countries,,2014,10316.702
High-income countries,,2015,10397.386
High-income countries,,2016,10540.096
High-income countries,,2017,10698.368
High-income countries,,2018,10911.162
High-income countries,,2019,11068.94
High-income countries,,2020,11203.059
High-income countries,,2021,11478.211
High-income countries,,2022,11579.492
Hong Kong,HKG,1965,0
Hong Kong,HKG,1966,0
Hong Kong,HKG,1967,0
Hong Kong,HKG,1968,0
Hong Kong,HKG,1969,0
Hong Kong,HKG,1970,0
Hong Kong,HKG,1971,0
Hong Kong,HKG,1972,0
Hong Kong,HKG,1973,0
Hong Kong,HKG,1974,0
Hong Kong,HKG,1975,0
Hong Kong,HKG,1976,0
Hong Kong,HKG,1977,0
Hong Kong,HKG,1978,0
Hong Kong,HKG,1979,0
Hong Kong,HKG,1980,0
Hong Kong,HKG,1981,0
Hong Kong,HKG,1982,0
Hong Kong,HKG,1983,0
Hong Kong,HKG,1984,0
Hong Kong,HKG,1985,0
Hong Kong,HKG,1986,0
Hong Kong,HKG,1987,0
Hong Kong,HKG,1988,0
Hong Kong,HKG,1989,0
Hong Kong,HKG,1990,0
Hong Kong,HKG,1991,0
Hong Kong,HKG,1992,0
Hong Kong,HKG,1993,0
Hong Kong,HKG,1994,0
Hong Kong,HKG,1995,0
Hong Kong,HKG,1996,0
Hong Kong,HKG,1997,0
Hong Kong,HKG,1998,0
Hong Kong,HKG,1999,0
Hong Kong,HKG,2008,0.32163125
Hong Kong,HKG,2009,0.43260995
Hong Kong,HKG,2010,24.23349
Hong Kong,HKG,2011,63.205128
Hong Kong,HKG,2012,26.988066
Hong Kong,HKG,2013,38.309944
Hong Kong,HKG,2014,31.290369
Hong Kong,HKG,2015,37.451283
Hong Kong,HKG,2016,46.1075
Hong Kong,HKG,2017,54.993065
Hong Kong,HKG,2018,60.01972
Hong Kong,HKG,2019,72.003044
Hong Kong,HKG,2020,109.05632
Hong Kong,HKG,2021,101.563324
Hong Kong,HKG,2022,111.411865
Hungary,HUN,1965,21.869368
Hungary,HUN,1966,29.075357
Hungary,HUN,1967,23.755962
Hungary,HUN,1968,25.689482
Hungary,HUN,1969,27.323257
Hungary,HUN,1970,25.225956
Hungary,HUN,1971,27.439415
Hungary,HUN,1972,31.346327
Hungary,HUN,1973,28.687922
Hungary,HUN,1974,22.902777
Hungary,HUN,1975,45.81541
Hungary,HUN,1976,46.122116
Hungary,HUN,1977,41.456043
Hungary,HUN,1978,38.26252
Hungary,HUN,1979,40.37518
Hungary,HUN,1980,30.955471
Hungary,HUN,1981,46.511745
Hungary,HUN,1982,44.12329
Hungary,HUN,1983,703.8466
Hungary,HUN,1984,1060.5228
Hungary,HUN,1985,1787.524
Hungary,HUN,1986,2048.5012
Hungary,HUN,1987,3025.3198
Hungary,HUN,1988,3704.152
Hungary,HUN,1989,3835.957
